мочь:могла:11.758043 ,кромбыть:11.780991 ,моод:12.035506 ,можетбыть:12.094949999999999 ,узнаетбыть:12.410347 ,смочь:12.427335 ,невозможнотец:12.580504999999999 ,могут:12.669633999999999 ,ка́кать:12.761786 ,нет-с:12.848771 ,придумаю:12.913149 ,..мочь:13.009658000000002 ,можешь:13.045394 ,любитбыть:13.099518 ,смогу:13.123012 ,возможнотец:13.182743 ,вполне:13.238289000000002 ,угоднотец:13.246601 ,мог:13.275496 ,суметь:13.27824 ,могли:13.330734999999999 ,инобыть:13.351590999999999 ,мечталовек:13.382031000000001 ,можем:13.386177 ,некстати:13.401535 ,пудать:13.442453 ,по-божески:13.459697000000002 ,моглотец:13.460373 ,позволять:13.466686999999999 ,другобыть:13.479787
снег:сугроб:8.553533 ,снежок:10.050284999999999 ,снегтраница:10.227899 ,снегомтраница:10.808142 ,метель:10.928082 ,наст:11.077582 ,подтаять:11.356125 ,снегатраница:11.357434000000001 ,сугробик:11.469856 ,сумет:11.530146 ,проталина:11.600248 ,иней:11.68602 ,намести:11.769781 ,вьюга:11.806835 ,наметенный:11.851994000000001 ,обтаивать:11.867184000000002 ,зазимок:11.879938000000001 ,заструг:11.880308000000001 ,свежевыпать:11.896884 ,сугробый:11.907201 ,порош:11.931346000000001 ,стаять:11.963249 ,поземка:11.967318 ,обледеневший:12.035656 ,запорошенный:12.035794 ,протаять:12.041582000000002 ,подмерзать:12.046979 ,лед:12.079817 ,дтаять:12.095111000000001 ,оттепеля:12.095559
собака:пес:8.556469 ,овчарка:10.440899000000002 ,кошка:10.676400000000001 ,собачка:10.776814 ,собачонка:10.875808 ,дворняжка:10.920523 ,лаять:11.36792 ,дворняга:11.553278 ,щенок:11.68899 ,кобель:11.69311 ,волк:11.699181 ,свор:11.707909 ,сенбернар:11.818474 ,залаять:11.831991 ,колли:11.890207 ,ротвейлер:11.955718 ,дог:11.962112000000001 ,ньюфаундленд:11.977378999999999 ,гончий:11.978553999999999 ,облаивать:12.026534999999999 ,лака:12.091947 ,доберман:12.139568 ,лисица:12.1936 ,брехнуть:12.201462 ,бультерьер:12.210996000000002 ,взлаивать:12.2237 ,сеттер:12.237026 ,пойнтер:12.261197 ,рябок:12.293807000000001 ,фокстерьер:12.296527000000001
проект:бизнес-план:11.449155999999999 ,проекты:11.453172 ,проектов:11.872364999999999 ,инвестпрограмма:12.153061999999998 ,моспроект:12.186391 ,генплан:12.273446 ,проекть:12.302498 ,генподрядчик:12.405225000000002 ,раффлс:12.447215 ,тэо:12.459863 ,2020:12.473533 ,программа:12.511404 ,сколково:12.589796 ,транстелеком:12.617459 ,законопроект:12.647329 ,субконтрактация:12.677325999999999 ,подпрограмма:12.678451 ,нацпроект:12.692016 ,госфинансирование:12.794234 ,пзсп:12.809197000000001 ,госпрограмма:12.822459000000002 ,инициатив:12.836804 ,консорциум:12.868058000000001 ,стройкомплекс:12.878730000000001 ,gm-автоваз:12.892157000000001 ,росэнергоатома:12.89621 ,инвестпроект:12.90862 ,разработка:12.913718 ,проектирование:12.922164 ,перепрофилирование:12.942287999999998
отмечать:отметить:9.843888 ,отмечаться:10.336172999999999 ,подчеркивать:11.691505 ,отметивший:12.91021 ,констатировать:13.003117 ,подчеркнуть:13.156163 ,учитывать:13.219476 ,исполнившийся:13.461531 ,упоминать:13.477392000000002 ,фиксировать:13.604513 ,60-летий:13.738115 ,свидетельствовать:13.810687999999999 ,подмечать:13.831523 ,замечать:13.893094000000001 ,подчеркиваться:13.905828 ,80-летие:13.906875 ,75-летие:13.91989 ,обнаруживать:13.936321000000001 ,двухсотпятидесятилетие:13.957991 ,подчёркиваться:13.97635 ,указывать:14.004764999999999 ,250-летие:14.041985 ,125-летие:14.055292000000001 ,демонстрировать:14.055532000000001 ,характеризоваться:14.074459000000001 ,прогнозист:14.105264000000002 ,характеризовать:14.123183 ,85-летие:14.125928 ,акцентировать:14.146405 ,25-летие:14.153482999999998
поэт:писатель:10.251777 ,прозаик:10.332473 ,стихотворец:10.670349000000002 ,стих:10.864114 ,лирик:10.886203000000002 ,художник:11.242553000000001 ,поэзия:11.293787 ,поэту:11.317994 ,эпик:11.322497 ,драматург:11.3616 ,стиховед:11.482574 ,поэтесса:11.490569 ,литератор:11.579629 ,прозаика:11.580046000000001 ,-современник:11.629731 ,стихотворение:11.631013 ,стихи:11.688806 ,прозаики:11.690003 ,стихотворца:11.78453 ,-поэт:11.842469999999999 ,эссеист:11.928871999999998 ,гумилев:11.945860999999999 ,писателем:11.947268000000001 ,поэть:12.031155000000002 ,поэта:12.059287 ,версификатор:12.074995999999999 ,поэвать:12.089300999999999 ,композитор:12.146797 ,поэты:12.176378 ,<стихотворение>:12.180094
песня:песенка:8.826387 ,петь:9.909518 ,частушка:10.207888 ,песня:10.253893999999999 ,мелодия:10.496138 ,песню:10.497059 ,петься:10.497148 ,напев:10.504371 ,романс:10.516239 ,песнь:10.687967 ,песни:10.87726 ,<music>:11.078005000000001 ,распеваться:11.209823 ,лучинушку:11.277167 ,колыбельная:11.427212 ,распевать:11.429949 ,поть:11.441603 ,запев:11.482074 ,песенута:11.572733 ,баллада:11.600525000000001 ,запевать:11.677419 ,сулико:11.717217999999999 ,гимн:11.73716 ,песенник:11.807614000000001 ,землянку:11.817288999999999 ,песне:11.948603 ,куплет:12.05067 ,напево:12.055055999999999 ,распева:12.062911 ,спеть:12.080216
впечатление:впечатлений:11.654338 ,впечатленье:11.957227000000001 ,ощущение:12.658936 ,впечатления:12.820685000000001 ,чаруть:12.852161 ,производить:13.189579 ,ошарашивающий:13.269621 ,впечатлѣніе:13.490105 ,воспоминание:13.502904000000001 ,впечатлѣнiе:13.609418 ,увиденное:14.124225000000001 ,ошеломлять:14.126515000000001 ,фурор:14.222385 ,очарование:14.290765 ,удручающий:14.347394 ,покинутость:14.488474 ,колоритность:14.568815999999998 ,катков:14.58472 ,ошеломляющий:14.586777999999999 ,разноречий:14.604181 ,настроении:14.638440000000003 ,поразивать:14.640829000000002 ,произведший:14.641871000000002 ,ошеломлений:14.665180999999999 ,обострий:14.674564000000002 ,волнения:14.675667 ,тревожащий:14.687547000000002 ,возвышающий:14.697192 ,обаяние:14.704843 ,переживание:14.719372
игра:игру:11.475004 ,игр:11.848484000000001 ,игре:11.866852999999999 ,игры:11.902514 ,игра:12.037487 ,поддавки:12.261733 ,фанта:12.309294 ,покер:12.325258999999999 ,играть:12.592706 ,игрок:12.615781000000002 ,железку:12.647349000000002 ,прятки:12.66622 ,шахматы:12.804070000000001 ,орлянка:12.817634 ,пятнашки:12.83031 ,игрой:12.903208 ,-теннис:12.948608 ,сквоша:13.050207 ,поиграть:13.054797 ,салочка:13.082393999999999 ,жмурки:13.089380000000002 ,керлинг:13.092613 ,регби:13.194713 ,догонялка:13.208958 ,лото:13.258733 ,крикет:13.264631 ,заигрываться:13.340214000000001 ,преферанс:13.341301000000001 ,бейсбол:13.344311 ,серсо:13.361753
тип:типа:11.589364 ,разновидность:12.67559 ,классическим:12.959501999999999 ,вариант:13.152812999999998 ,кречмер:13.179679 ,типов:13.234052 ,электроинтегратор:13.284945 ,характеристика:13.468155 ,комплексов:13.472051 ,классические:13.549301 ,модификация:13.587023 ,-модель:13.606696999999999 ,системтраница:13.629641 ,прототип:13.640015 ,образец:13.719183999999998 ,классических:13.719628 ,терм:13.733936 ,ориентированнодать:13.745401999999999 ,стандартизовать:13.762124 ,модульность:13.813362 ,111:13.818596 ,инвариант:13.824770000000001 ,модель:13.830711 ,внешности:13.864152 ,мягких:13.880523 ,эхо-сигнал:13.883585 ,консервативный:13.901760999999999 ,морфогенез:13.907188000000001 ,подсемейство:13.918791 ,аггрегат:13.927148
повод:повода:13.280878000000001 ,поводу:13.463274 ,вызвавший:13.785451 ,выслушанный:14.230601 ,подозренияй:14.236991 ,замгенпрокурор:14.273299 ,цензуре:14.286967 ,писательский:14.314267999999998 ,семействе:14.31769 ,причина:14.361405000000003 ,разрешений:14.367501 ,саблер:14.371716 ,претензий:14.420435999999999 ,подоплекй:14.446442999999999 ,figaro:14.482603 ,контрдовод:14.48525 ,оснований:14.494316 ,мотивироваться:14.504363000000001 ,затеваемый:14.537113000000002 ,высказывать:14.54263 ,“известиях”:14.544194 ,процитировывать:14.565667999999999 ,заявления:14.57015 ,давшый:14.581313 ,оргвыводы:14.581837 ,выскачь:14.621621000000001 ,несогласий:14.626186 ,“правде”:14.631409 ,случай:14.637971999999998 ,запретивать:14.644530000000001
немец:австриец:10.249107 ,француз:10.341238 ,гитлеровец:10.715185 ,фашист:10.847542 ,поляк:11.291929 ,германец:11.392737 ,фриц:11.78754 ,англичанин:11.918667000000001 ,румын:11.926271 ,швед:11.933309 ,русский:12.042933000000001 ,чех:12.097401999999999 ,финн:12.10263 ,мадьяр:12.132455 ,пруссак:12.170679999999999 ,австрияк:12.199722 ,немцев:12.519183000000002 ,шваб:12.576094999999999 ,турок:12.590883 ,итальянец:12.677897 ,пруссаки:12.692866 ,оккупант:12.725738 ,деникинец:12.79569 ,петлюровец:12.829817 ,бельгиец:12.846585000000001 ,тевтон:12.853516 ,литовец:12.877932000000001 ,венгерца:12.924531000000002 ,чехословака:12.930646 ,венгром:12.964595
линия:аа':12.195623000000001 ,вв':12.217714 ,сс':12.299733999999999 ,маннергейма:12.801238000000001 ,линий:12.989283 ,электропередача:13.091156999999999 ,линию:13.165243 ,окружностя:13.249852 ,прочерчять:13.276067 ,пересечение:13.34511 ,середин:13.375585 ,линиеть:13.396270000000001 ,перпендикулярный:13.508890999999998 ,параллельный:13.643021000000001 ,отрезком:13.663672000000002 ,дуг:13.684018 ,с':13.710743 ,перпендикула:13.732066 ,линии:13.732894 ,ломаный:13.773379 ,перпендикул:13.777089 ,горизонталя:13.782823 ,полупоперешник:13.830714 ,плоскость:13.891891000000001 ,абсцисс:13.892979 ,ответвляться:13.93929 ,вертикаля:13.939775000000001 ,пунктира:13.939824999999999 ,параллельности:13.956273 ,загиба:13.969427
болезнь:недуг:8.999633 ,заболевание:9.581722 ,болезни:10.727261 ,полиартрит:11.084188 ,желтухой:11.173991000000001 ,заболевания:11.230806999999999 ,желтух:11.240527 ,инфлуэнец:11.591261 ,псориаз:11.591911 ,малокровие:11.597612 ,фурункулез:11.605971 ,мигреень:11.63119 ,астма:11.67459 ,колит:11.770710000000001 ,гастрит:11.772119 ,ревматизм:11.80927 ,недомогание:11.813073000000001 ,туберкулез:11.820173999999998 ,глаукома:11.837629999999999 ,болезней:11.840611 ,панкреатит:11.904890000000002 ,воспаление:11.947751 ,хворе:11.955978 ,неврастения:12.000907 ,трахома:12.007755999999999 ,ишиас:12.009068 ,худосочие:12.017971 ,ангин:12.020697 ,холецистит:12.02402 ,чахотка:12.037073
рынок:рынке:11.41584 ,рынка:11.419137000000001 ,дериватив:11.493917 ,евробонд:11.907906 ,рынках:12.049833 ,дискаунтер:12.059943 ,ретейлер:12.073568999999999 ,авторынок:12.094707 ,рынки:12.138036 ,спрос:12.242733 ,металлопродукция:12.257072999999998 ,гособлигация:12.310519 ,кинорынок:12.316849 ,ритейл:12.324843999999999 ,биржа:12.376801 ,ритейлер:12.392338 ,рынков:12.497278 ,импортозамещений:12.612038 ,экспорт:12.615761000000001 ,техносила:12.629461 ,трейдер:12.654326 ,медиарынок:12.660837 ,стагнировать:12.718803000000001 ,производитель:12.72423 ,демпинг:12.760033 ,-услуга:12.763832 ,волатильнодать:12.773666000000002 ,покупкай:12.784064 ,м.видео:12.818633 ,экспортер:12.820874
художник:живописец:8.460593000000003 ,плакатист:10.051214 ,скульптор:10.419025 ,пейзажист:10.537367 ,портретивать:10.701410000000001 ,баталист:10.740212 ,примитивист:10.749933 ,портретист:10.815974999999998 ,писатель:10.900856 ,декоратор:10.989312 ,акварелист:10.990694000000001 ,художница:11.174254999999999 ,миниатюрист:11.176776 ,живописц:11.207162 ,передвижников:11.236765000000002 ,маринист:11.240514 ,поэт:11.242553000000001 ,монументалист:11.295002 ,иллюстратор:11.313512000000001 ,прикладник:11.335501 ,искусствовед:11.475910999999998 ,композитор:11.486591999999998 ,суриков:11.490017000000002 ,мирискусник:11.551914 ,офорвать:11.559868 ,экспрессионист:11.671935 ,импрессионивать:11.690055999999998 ,абстракционист:11.750921 ,ваятель:11.784514 ,-художник:11.815496
совет:совет:12.886765 ,рекомендация:13.274132000000002 ,совета:13.298383 ,ревкомиссия:13.373726 ,совевать:13.474573000000001 ,совете:13.538612 ,женсовет:13.690634000000001 ,комитетов:13.73161 ,коллегия:13.732063 ,наставление:13.784792999999999 ,коллегие:13.844234 ,советы:13.864413 ,комиссия:13.868974000000001 ,культработа:13.913779000000002 ,-распорядитель:13.930229 ,советом:13.958763000000001 ,комитет:13.960466 ,совместительству:13.975548 ,женсовевать:14.034665 ,фабзавком:14.041542 ,баллотирование:14.06074 ,эберт:14.074136 ,вице-председатель:14.077340999999999 ,генпрокуратура:14.089025 ,неутверждение:14.128721 ,военсовет:14.132411 ,культкомиссия:14.132983 ,экс-председатель:14.154715 ,парткомиссия:14.156894 ,председатель:14.164718
доходить:дойти:10.850018 ,доводить:11.659663 ,довести:12.429481999999998 ,достигать:12.727057 ,доведать:13.637016 ,доведять:13.722343 ,добираться:13.964674 ,докатиться:14.057244999999998 ,достигнуть:14.121832 ,дойдить:14.165733 ,добраться:14.256184999999999 ,доведеть:14.329835 ,свернть:14.353414 ,доползать:14.434687 ,долететь:14.561777 ,прибретать:14.565893999999998 ,доведенный:14.582329 ,долетать:14.588947999999998 ,дходить:14.606333 ,добегать:14.624761 ,неприятеле:14.660084 ,доползти:14.689972999999998 ,доведение:14.694635 ,концоварищ:14.715119000000001 ,до.:14.797236999999999 ,ночный:14.873436000000002 ,воспримть:14.905618 ,пришеловек:14.909265 ,доработаться:14.917736 ,пройдять:14.919812
принадлежать:принадлежащий:12.054466999999999 ,принадлежащеть:13.533043 ,причислять:13.605732 ,происхожа:13.689759000000002 ,прапрапрадед:13.728290000000001 ,уступлать:13.780148 ,принадлежать:13.820796 ,приписывать:13.848773999999999 ,собственностью:13.879897 ,селившиться:13.887076 ,совладельцам:13.889683000000002 ,выкуплять:13.891994 ,владеть:13.897353 ,-землевладелец:13.919745 ,дразделять:13.96163 ,переуступать:13.982689 ,наследовать:14.056094 ,противопоставленный:14.060889 ,выкуплеть:14.074423 ,отличенный:14.100042000000002 ,нобелей:14.109228000000002 ,основателять:14.113598999999999 ,причислен:14.114432999999998 ,присваивать:14.118829000000002 ,командорство:14.127396000000001 ,приобреть:14.13408 ,патронировать:14.142298 ,проживавать:14.145087 ,рабом:14.16844 ,примыкать:14.175123
данные:сведение:11.595092999999999 ,информация:11.735325000000001 ,досчет:11.917525000000001 ,верифицировать:11.970307000000002 ,отчетности:12.006964 ,данными:12.055715000000001 ,геоинформация:12.099929 ,топокарта:12.180021 ,данных:12.194750999999998 ,сопоставимость:12.212693 ,сц:12.222522 ,лесоинвентаризация:12.229458000000001 ,электроразведка:12.234225 ,бд:12.286311 ,биотест:12.305140000000002 ,индексирование:12.352785 ,статистика:12.384437 ,запрашиваемый:12.505011 ,систематизируться:12.537598 ,комплексирование:12.53783 ,геомаркетинг:12.53885 ,осреднение:12.554033 ,валидность:12.572751 ,могт:12.583816 ,рубрикатор:12.585919999999998 ,терабайт:12.623795 ,агрегировать:12.648817 ,разведданные:12.677347000000001 ,антигенности:12.689521 ,генотипирование:12.724873
бой:сражение:10.056782 ,битва:11.114246999999999 ,схватка:11.580829 ,атака:11.600796 ,боемя:11.883925 ,бои:12.017687 ,контратака:12.332622 ,наступавший:12.692715 ,боя:12.711716 ,штурм:12.788075 ,боестолкновение:12.881857 ,контр-атака:12.914886000000001 ,артогонь:12.978735 ,контр-атак:13.031365999999998 ,противник:13.063607000000001 ,бою:13.073021 ,сраженье:13.145546999999999 ,авиачасть:13.162707000000001 ,перестрелка:13.194859999999998 ,фердинанды:13.241683 ,артналет:13.276824 ,артподготовка:13.279668000000001 ,штурмовка:13.353358 ,сражений:13.36804 ,обороняемый:13.369495 ,кавполк:13.392821 ,артобстрел:13.413461999999999 ,отступавший:13.442984 ,оссовца:13.469918 ,3.10.41:13.474409
население:населения:9.982346 ,житель:11.400791 ,народонаселение:12.119663 ,горожанин:12.554682 ,населением:12.797324 ,населению:12.900153 ,жителей:12.921876 ,-мусульман:13.333198000000001 ,россиянин:13.347051 ,депопуляция:13.44164 ,населений:13.459778 ,анклав:13.484226 ,крестьянута:13.506365 ,обнищанить:13.537892 ,перенаселенность:13.541697000000001 ,излишков:13.606877999999998 ,землепользований:13.624268 ,заемщиковать:13.624310999999999 ,платежеспособнодать:13.645056 ,субсидие:13.663539 ,альтернативщиков:13.683757 ,жители:13.699190999999999 ,дотирование:13.733999 ,миллионник:13.76633 ,наркотизация:13.830369999999998 ,дунган:13.833078 ,численность:13.853231 ,диаспора:13.887355 ,регион:13.897442999999999 ,экспансии:13.903388
совершать:совершить:7.611635 ,совершаться:10.492652 ,свершать:11.459659 ,совершение:11.493258999999998 ,свершить:11.800714999999999 ,совершавший:11.959370000000002 ,совершать:12.052673000000002 ,совершивший:12.599942 ,совершиться:12.626873 ,совершаемый:12.637168 ,совершенный:12.838079 ,совершивша:13.352729 ,совершившо:13.378649000000001 ,елеосвящение:13.523109 ,свершаться:13.630723 ,предпринимать:13.854583000000002 ,преждеосвященный:13.881034 ,причащений:14.050139 ,наречение:14.054611 ,наречений:14.100039 ,водоосвящение:14.101353 ,священнодействия:14.196375 ,поступки:14.300604 ,дготовлять:14.309809999999999 ,освященить:14.324369 ,миропомазаний:14.334812 ,окроплений:14.342939 ,сослужение:14.373844000000002 ,осуществлять:14.375133 ,омовений:14.393243
заявлять:объявлять:11.797853 ,сообщать:12.425472 ,заявить:12.563336 ,заявивший:12.686433000000001 ,заверять:12.698910999999999 ,аргументировывать:13.058831000000001 ,заявивать:13.121012 ,высказывать:13.150411 ,заявление:13.172626 ,однопартиец:13.184255 ,проинформировать:13.195844999999998 ,прокомментировать:13.217455000000001 ,заявать:13.232496999999999 ,минпечати:13.243949 ,эттли:13.265362999999999 ,сказать:13.317305000000001 ,пояснять:13.347451 ,высказываться:13.356984999999998 ,комментировать:13.435274 ,интерфаксу:13.57027 ,самоотводой:13.634412 ,госдепартаменть:13.638215 ,экс-глава:13.662333 ,экс-председатель:13.664978000000001 ,тройка-диалог:13.708915000000001 ,фели:13.716033 ,возражать:13.716948 ,е.я:13.724561999999999 ,утверждать:13.746763999999999 ,клинтон:13.773503
музыка:джаз:11.083245 ,музык:11.198827000000001 ,мелодия:11.242798999999998 ,вивальди:11.609293000000001 ,каприччио:11.690498999999999 ,оркестр:11.750179000000001 ,паганини:11.773227 ,зурна:11.811885 ,аккомпанируть:11.972728 ,мелодекламация:11.977563 ,роберта:12.053638 ,тангейзера:12.05386 ,джаз-рка:12.077376000000001 ,адажио:12.215121 ,контрабасист:12.227542 ,квартевать:12.24797 ,вокализ:12.249144 ,матфею:12.277563 ,пение:12.284247999999998 ,травиаты:12.296477 ,музыке:12.29658 ,композитор:12.33762 ,музыку:12.338349000000001 ,вальс:12.426222 ,вокал:12.516833000000002 ,бас-гитара:12.521692 ,опереткий:12.525115999999999 ,ноктюрть:12.532956 ,фокстрот:12.542662 ,парсифаля:12.553248
влияние:воздействие:10.474236 ,влиять:12.310393999999999 ,влиянием:12.762195 ,значение:13.298034 ,влияний:13.388277 ,воздействовать:13.478074 ,взаимовнушение:13.521892999999999 ,оказывать:13.54111 ,внушение:13.622657 ,благоприятствующий:13.683103 ,минералообразование:13.733059 ,деморализуть:13.744394 ,предрасположений:13.751676000000002 ,преобладавать:13.78088 ,факторов:13.827724 ,раздражения:13.853741999999999 ,сдерживающий:13.875679000000002 ,опосредованный:13.87912 ,психогение:13.899175999999999 ,антитоксин:13.914005000000001 ,фактор:13.929276999999999 ,обусловливать:13.939571 ,зависимость:13.952793 ,упадочность:13.967663 ,приражение:13.973931999999998 ,подверженность:13.98562 ,отношение:13.987269 ,восприимчивость:14.032439 ,растлевающий:14.039293 ,искажающий:14.044426999999999
обстоятельство:обстоятельств:11.19998 ,обстоятельствам:11.90982 ,обстоятельства:12.046135000000001 ,обстоятельствах:12.42979 ,благоприятствующий:12.787572 ,независящий:12.921283 ,предлагаемый:12.970623 ,причинута:13.134924000000002 ,стечение:13.198603 ,факт:13.211022 ,случайность:13.238009 ,сложись:13.241385000000001 ,отягчающий:13.270026 ,причина:13.410488999999998 ,обстоятельствами:13.457027 ,причинамя:13.481425000000002 ,условиями:13.546173 ,произшествие:13.609191 ,случаетраница:13.624555 ,случай:13.801834000000001 ,подозренияй:13.817417 ,удручинать:13.819001 ,проговорка:13.83364 ,двоегласие:13.849468000000002 ,случаи:13.889429999999999 ,настоятельность:13.893438999999999 ,предвидить:13.893882999999999 ,невыгод:13.901653000000001 ,привходящий:13.907623000000001 ,создавшиться:13.940564000000002
ситуация:ситуации:10.461609 ,ситуацию:10.710528 ,цугцванг:12.482435 ,положение:12.853141 ,ситуаций:13.014603000000001 ,предсказуемой:13.016747 ,обстановка:13.078459999999998 ,разрулить:13.078909 ,разруливать:13.189689 ,коспонсор:13.269711000000001 ,конфликт:13.352358 ,взаимоотношения:13.379515000000001 ,юкосом:13.385618 ,автострахования:13.464414 ,самоустраниться:13.492540000000002 ,кризис:13.511635 ,е.я:13.517397 ,ужесточиться:13.528037000000001 ,сфере:13.534873 ,адекватный:13.541775 ,кризиса:13.546624000000001 ,напряженности:13.570149999999998 ,подоплеки:13.575985 ,норд-остом:13.58642 ,конфликтность:13.597874000000001 ,ужесточить:13.617599000000002 ,адаптироваться:13.632382 ,фактором:13.635037 ,коллизия:13.644485 ,предлагаемый:13.661513
фронт:армия:11.01242 ,тыл:11.308349 ,фронта:11.965714 ,фронте:12.236752 ,кавдивизия:12.253478 ,арьергарды:12.296230000000001 ,фронтом:12.318882 ,кавкорпус:12.358066999999998 ,чехо-словака:12.385165999999998 ,кавполк:12.607843 ,тылу:12.712814999999999 ,мотомехчасть:12.738711 ,отступавший:12.750654 ,авангарды:12.756208 ,дивизия:12.762108999999999 ,разведчасть:12.784831999999998 ,улагай:12.790096 ,дивизию:12.849993999999999 ,мотомехчастий:12.850099 ,кавбригада:12.854934 ,армией:12.861431 ,главковерх:12.871310000000001 ,6.10.41:12.932786 ,3.10.41:12.944489 ,барановича:12.954598 ,гвадратный:12.965599000000001 ,мотодивизия:12.989517000000001 ,юденич:12.996915999999999 ,австро-германец:13.007263 ,ковель:13.012927000000001
врач:медик:9.226694 ,хирург:9.954539 ,терапевт:10.093628 ,фтизиатр:10.181177 ,кардиолог:10.272502 ,-психиатр:10.403834 ,врач-психиатр:10.623949000000001 ,реаниматолог:10.843133 ,аллерголог:10.882145999999999 ,уролог:10.968349 ,педиатр:10.970292 ,-гомеопат:10.998957 ,невропатолог:11.095224 ,ортопед:11.154927 ,невролог:11.222243 ,психиатр:11.317399 ,нарколог:11.356969 ,дерматолог:11.369491 ,онколог:11.377291 ,-гинеколог:11.394027999999999 ,венеролог:11.398537000000001 ,клиницист:11.431852 ,фельдшер:11.483352 ,лечащий:11.493284000000001 ,врач-педиатр:11.498145000000001 ,рентгенолог:11.505616 ,гинеколог:11.581083 ,глазник:11.588976 ,аттендинг:11.613351999999999 ,диагност:11.621334000000001
объявлять:объявить:8.44418 ,заявлять:11.797853 ,объявляться:12.138251 ,сообщать:12.666977 ,провозгласить:12.931361 ,об'являть:13.095568 ,провозглашать:13.100992 ,извещать:13.342939000000001 ,министру:13.361135999999998 ,объявлять:13.374444 ,владислав:13.411342 ,извесщать:13.563687 ,позвывать:13.599114 ,назовться:13.604328 ,правительницея:13.703387 ,выслушания:13.757184000000002 ,постановлять:13.768461000000002 ,свидетельствоваться:13.798158999999998 ,полаждать:13.802584 ,локаать:13.815736999999999 ,обренович:13.843021 ,уведамывать:13.868327 ,переписаться:13.878274000000001 ,всеуслышание:13.879679 ,обнародовать:13.886225 ,ходатайствоваль:13.893657000000001 ,предписывай:13.895951 ,раструбить:13.91722 ,небытность:13.921642 ,абшид:13.94051
исследование:изучение:9.053852000000001 ,анализ:10.234404000000001 ,исследователь:10.815235 ,исследовать:11.151723 ,изыскание:11.577219 ,исследования:11.656664000000001 ,биоинформатика:11.838054 ,эксперимент:11.905353999999999 ,разработка:11.962166999999999 ,психоневрология:12.022541 ,датирование:12.029250999999999 ,картирование:12.072751 ,обследование:12.093722999999999 ,гидрогеология:12.126469000000002 ,радиобиология:12.151087 ,стратиграфие:12.166031 ,каротаж:12.166528 ,профилирование:12.203729999999998 ,масс-спектрометрия:12.212022000000001 ,нанохимия:12.223372 ,исследований:12.23613 ,геномик:12.236984999999999 ,изучений:12.248766 ,типологизация:12.255104 ,геодинамик:12.309211000000001 ,гляциология:12.321998 ,картографирование:12.347244 ,микроанализ:12.34862 ,прогнозированить:12.351115 ,электроразведка:12.3694
образование:профобразование:12.06619 ,образования:12.331639000000001 ,логист:13.102345999999999 ,биробиджанский:13.117295 ,образованием:13.127068000000001 ,ссуз:13.242304 ,формирование:13.31816 ,профшкол:13.494962 ,образований:13.500663 ,бластул:13.641285 ,целям:13.642952999999999 ,профориентация:13.653699 ,телеработ:13.665203000000002 ,профтехучилище:13.69228 ,аккредитаций:13.703408999999999 ,профтехобразованить:13.719330000000001 ,энтодерма:13.829246 ,концентр:13.843563 ,воспитание:13.853156 ,бакалавриат:13.861938 ,училищ:13.871429 ,фабзавутать:13.875508 ,докторантура:13.901716 ,-практика:13.91158 ,соцобеспечение:13.918949999999999 ,врач-педиатр:13.929220999999998 ,социализированный:13.943731 ,ведомств:13.954626999999999 ,инноватика:13.955423000000001 ,девятилетка:13.96648
надежда:упование:11.550563 ,надежда:11.971748999999999 ,мечта:12.752417000000001 ,надеяться:13.023437 ,уверенность:13.129757999999999 ,чаянье:13.265723000000001 ,ожидание:13.351755 ,опасение:13.361239 ,чаяние:13.363702 ,порадуться:13.419059 ,надежды:13.500547000000001 ,надеждой:13.656844 ,несбывшийся:13.764503999999999 ,окрыляться:13.787662999999998 ,иллюзия:13.792111000000002 ,боязнь:13.975235 ,предчувствие:13.97746 ,уповать:14.027862999999998 ,вера:14.108721 ,безнадежность:14.152953 ,отрада:14.167231000000001 ,надежд:14.231481 ,напрасный:14.246151999999999 ,будущее:14.268251 ,мечтание:14.288931000000002 ,утешение:14.295371 ,забвеньй:14.364203 ,удрученность:14.379850000000001 ,радость:14.387601 ,подозренияй:14.407283
исчезать:исчезнуть:10.496839 ,пропадать:11.394568 ,улетучиться:11.942229000000001 ,испариться:11.962305 ,растворяться:12.027362 ,исчезинать:12.152532 ,сгинуть:12.476352 ,растаять:12.490123 ,размыться:12.508738 ,исчезла:12.532196 ,развеиваться:12.551862 ,скрываться:12.557849 ,исчезать:12.723572 ,улетучиваться:12.874216 ,истаять:12.885150999999999 ,гаснуть:12.902158 ,исчез:12.928314 ,появляться:13.032302999999999 ,спугнутый:13.092827 ,поглотиться:13.141282 ,рассосаться:13.183278 ,промелькибать:13.190634000000001 ,теряться:13.225684000000001 ,раствориться:13.262402999999999 ,растаивать:13.277562 ,рассеяться:13.288068 ,угаснуть:13.353674999999999 ,истаивать:13.408833 ,утекл:13.418261000000001 ,исчезлотец:13.418611
